Station,Name,State,Latitude,Longitude,MTS Jan,MTS Feb,MTS Mar,MTS Apr,MTS May,MTS Jun,MTS Jul,MTS Aug,MTS Sep,MTS Oct,MTS Nov,MTS Dec,Events Jan,Events Feb,Events Mar,Events Apr,Events May,Events Jun,Events Jul,Events Aug,Events Sep,Events Oct,Events Nov,Events Dec,MinTemp Jan,MinTemp Feb,MinTemp Mar,MinTemp Apr,MinTemp May,MinTemp Jun,MinTemp Jul,MinTemp Aug,MinTemp Sep,MinTemp Oct,MinTemp Nov,MinTemp Dec
USC00010063,ADDISON,AL,34.2553,-87.1814,0.4,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,29,32.9,39.9,47.8,56.5,64.3,68.1,67.1,60.3,48,39.7,32.2
USC00010160,ALEXANDER CITY,AL,32.9453,-85.9481,0.3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.1,31.6,34.6,41.2,47.9,57.4,65.6,69.5,68.4,62,50,41.1,33.9
USC00010252,ANDALUSIA 3 W,AL,31.3072,-86.5225,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2,35.2,40.9,46.7,56,64.5,67.5,67.6,61.7,49.7,40.3,34.7
USC00010369,ASHLAND 3 ENE,AL,33.2942,-85.7789,0.8,0.3,0.6,0.2,0,0,0,0,0,0,0,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0.2,29.8,33.3,39.1,45.9,54.9,62.4,66.4,65.9,59.2,47.7,39.2,31.9
USC00010390,ATHENS,AL,34.7753,-86.9508,0.6,0.1,0.4,0,0,0,0,0,0,0,0,0,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0.1,30.2,34,40.2,48.2,57.7,65.6,69.5,68.4,61.3,49.4,40.4,32.9
USC00010402,ATMORE,AL,31.1819,-87.4389,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.1,40.1,46.6,52.9,61.8,68.5,70.9,70.5,65.6,55.1,46.3,39.4
USC00010425,AUBURN NO.2,AL,32.5992,-85.4653,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,33.2,37.9,42.7,49.7,58.8,66.9,70.4,69.8,64.4,53.3,43.9,35.5
USC00010430,AUBURN AGRONOMY FARM,AL,32.6,-85.5,0.5,0,0.1,0,0,0,0,0,0,0,0,0.1,0.2,0,0.1,0,0,0,0,0,0,0,0,0.1,33.8,37.3,44.2,51.3,60.2,67,70.3,70.5,64.6,54.8,45,36.3
USC00010505,BANKHEAD LOCK & DAM,AL,33.4528,-87.3572,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,32.3,36.2,41.9,48.7,58.3,66.5,70.3,69.7,63.3,51.6,42.6,35.4
USC00010583,BAY MINETTE,AL,30.8839,-87.7853,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,39.1,42.3,48.4,55.3,63.5,70,72.2,72,67.5,57.3,48.8,41.4
USC00010655,BELLE MINA 2 N,AL,34.6892,-86.8819,0.4,0.2,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0.1,27.5,30.5,37.5,45.4,54.9,62.8,66,64.4,57.4,45.7,36.8,29.8
USC00010764,BESSEMER 3 WSW,AL,33.3953,-87.0078,0.3,0,0.5,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,32.9,36.1,42.3,49.3,59.1,66.2,70.1,69.3,62.9,51.6,42.2,35.2
USC00011084,BREWTON 3 SSE                      HCN,AL,31.0583,-87.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,39.4,44.6,50.6,59.4,67.1,70.2,70,64.3,52.6,43.7,38.2
USC00011099,BRIDGEPORT 5 NW,AL,34.9786,-85.8008,0.8,0.2,0,0.1,0,0,0,0,0,0,0,0,0.3,0.1,0,0,0,0,0,0,0,0,0,0,27.7,31.5,37.9,45.7,55.1,63,67.1,66,59.3,46.6,38.2,30.1
USC00011301,CAMDEN 3 NW,AL,32.0289,-87.3167,0.1,0,0.3,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,35.2,38.5,45.2,52,60.4,68,70.3,69.9,64.6,53.6,44.4,37.3
USC00011620,CHILDERSBURG WTR PL,AL,33.285,-86.3431,0.3,0,0.4,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,32.7,36.2,42,48.6,57.7,65.3,68.8,67.8,61.3,50,41.1,34.9
USC00011694,CLANTON,AL,32.8203,-86.6522,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,32.2,35.1,41.7,48.2,57.8,65.4,69,68,61.7,50.3,41.3,34.6
USC00012096,CULLMAN NAHS,AL,34.1925,-86.7972,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0.1,28.6,32.6,38.7,46.4,55.4,63.6,67.3,66.6,60.5,48,39.2,31.5
USC00012172,DAUPHIN ISLAND #2,AL,30.2506,-88.0775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,48.4,55.2,62.6,71.1,76.1,77.8,78,75,66.1,56.4,48.3
USC00012245,DEMOPOLIS L&D,AL,32.5192,-87.88,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1,35.3,41.8,49.1,58.3,65.7,68.8,68.6,62.6,50.9,41.2,34.2
USC00012675,ENTERPRISE 4 W,AL,31.2975,-85.8997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1,41.7,47.4,53.5,62.1,69,71.4,71,66.3,56.6,47.8,40.4
USC00012730,EUFAULA WILDLIFE REF,AL,32.0111,-85.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4,39.7,45.5,51.4,60.2,68.2,71.4,70.9,65.2,53.6,44.4,38
USC00012758,EVERGREEN,AL,31.445,-86.9533,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,35.6,38.4,44.3,50.8,59.9,67.4,70,69.8,64.9,54.1,44.5,38
USC00012813,FAIRHOPE 2 NE                      HCN,AL,30.5467,-87.8808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,42.6,48.8,55.1,63.6,70.5,72.7,72.3,67.6,57.3,48.7,41.8
USC00012883,FAYETTE,AL,33.6847,-87.8214,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,33.1,36.5,42.2,48.7,57.8,66.4,70.2,69.1,62,50.1,41.2,35.1
USC00013154,GADSDEN,AL,34.0219,-85.9878,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,30.8,34.4,41.1,48.9,58.2,66.6,70.6,69.7,63,51.1,40.5,33.6
USC00013251,GENEVA #2,AL,31.0383,-85.8708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,38.6,44.7,50.9,59.9,67.5,70,69.8,64.6,53.4,44.3,37.8
USC00013511,GREENSBORO                         HCN,AL,32.7019,-87.5814,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,36,39.5,45.2,51.8,61.1,68.8,72.1,71.5,65.5,54.2,44.4,38.4
USC00013519,GREENVILLE,AL,31.79,-86.6086,0.1,0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,33.4,36.7,42.3,49.1,58.2,65.3,68.2,68.1,63.1,52.2,42.8,35.6
USC00013573,GUNTERSVILLE,AL,34.3344,-86.3297,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,31.8,34.4,41.3,48.9,58.4,66.7,70.3,69.8,63.3,51.9,42.2,34.2
USC00013620,HALEYVILLE,AL,34.2314,-87.6353,2.4,0.2,1.1,0.1,0,0,0,0,0,0,0,0.2,0.3,0.1,0.2,0,0,0,0,0,0,0,0,0.2,33.2,36.4,44.3,51.8,60.8,68.2,71.5,71,64.5,53.7,43.9,36
USC00013645,HAMILTON 3 S,AL,34.0967,-87.9914,0.5,0.7,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.1,0,0,0,0,0,0,0,0,0.1,26.2,29.3,35.7,43,53.3,62.2,66.5,65.5,58,45.4,35.9,28.9
USC00013655,HANCEVILLE,AL,34.0678,-86.7911,0.5,0.1,0.5,0.2,0,0,0,0,0,0,0,0.1,0.2,0,0.1,0,0,0,0,0,0,0,0,0.1,30.2,33,39.9,47.5,56.6,64.1,68.3,67.2,60.3,48.8,39.5,31.7
USC00013761,HEADLAND,AL,31.3625,-85.3397,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,41.3,47.7,53.8,62.8,69.5,71.4,70.3,65.4,55.2,47.3,40.1
USC00013775,HEFLIN,AL,33.6483,-85.6006,0.6,0.2,0.6,0.2,0,0,0,0,0,0,0,0.1,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0.1,29.5,32.6,39.1,45.7,55.4,63.4,67.4,66.7,59.8,47.7,38.8,31.7
USC00014193,JACKSON,AL,31.5253,-87.9278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,38.6,44.5,51,59.8,67.4,70.3,69.8,64.3,52.8,43.3,37.6
USC00014226,JASPER,AL,33.9047,-87.3153,0.2,0.2,0.3,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,29.3,31.8,39.2,45.9,55.9,64.2,68.3,67.5,60.2,47.5,38.3,31.6
USC00014798,LIVINGSTON,AL,32.5811,-88.1897,0.1,0,0.2,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,32.4,35.8,41.9,49,58.7,66.6,69.9,69.3,62.7,50.1,40.4,34.3
USC00015121,MARION JUNCTION 2 NE,AL,32.4714,-87.2314,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,36.6,43.6,50.2,59.7,67.4,70.5,69.9,63.5,52,42,35.1
USC00015439,MILSTEAD,AL,32.4419,-85.8889,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,34.7,37.8,44,50.2,60,67.9,71.4,70.9,64.7,52.9,43.7,37.3
USC00015635,MOULTON 2,AL,34.4883,-87.2989,1.1,0.6,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.1,0,0,0,0,0,0,0,0,0.1,29.3,32.2,40.2,48.4,57.3,64.8,68.4,67.3,60.3,48.8,40,31.9
USC00016000,OAK MTN STATE PARK HQ,AL,33.3264,-86.7561,0.5,0.1,0.8,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,32.1,35.3,42.8,49.2,58.7,66.5,69.8,69.3,62.9,50,42.3,34.2
USC00016121,ONEONTA,AL,33.9478,-86.4692,0.6,0.3,0.7,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0.1,0,0,0,0,0,0,0,0,0,30.1,33,39.8,47.2,56,64.3,68.3,67.7,60.5,48.3,39.7,32.3
USC00016129,OPELIKA,AL,32.6592,-85.4492,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35.1,40.8,46.9,56.7,64.5,68.5,68,61.7,50.2,40.8,34.2
USC00016478,PINSON,AL,33.6906,-86.685,0.5,0.4,0.6,0.2,0,0,0,0,0,0,0,0.1,0.3,0.2,0.2,0.1,0,0,0,0,0,0,0,0.1,30.1,33.2,39.4,46.3,55.7,63.7,67.8,67.1,60.4,48.6,39,32.5
USC00016988,ROBERTSDALE,AL,30.5653,-87.7017,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,38.1,40.9,47.2,53.4,62,69.3,71.8,71.6,66.6,55.7,47.1,40.6
USC00017020,ROCKFORD 3 ESE,AL,32.8711,-86.1758,0.3,0.1,0.4,0.2,0,0,0,0,0,0,0,0,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,33.9,36.7,42.6,48.6,57.5,65.2,68.4,68,62.8,52.1,42.9,36
USC00017131,RUSSELLVILLE NO 2,AL,34.51,-87.7319,0.5,0.2,0.1,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,30.1,32.7,39.6,47,55.9,64.3,68.5,67.4,60.4,48.4,39.8,32.2
USC00017207,SAND MT SUBSTN,AL,34.2878,-85.9681,0.6,0.5,0.4,0,0,0,0,0,0,0,0,0.1,0.3,0.3,0.1,0,0,0,0,0,0,0,0,0.1,29.6,33,40.2,47.5,56.6,64.3,67.6,66.6,60,48.6,40,32.2
USC00017304,SCOTTSBORO                         HCN,AL,34.6736,-86.0536,0.4,0.3,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0.1,28.6,31.8,38.3,45.8,55.2,63.9,67.4,66.4,58.7,46.8,37.7,31
USC00017366,SELMA                              HCN,AL,32.4111,-87.0144,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,35.4,38.9,44.7,51,60.5,68.3,71.3,70.9,65.5,54,43.7,37.3
USC00017999,SYLACAUGA 4 NE,AL,33.2053,-86.2114,0.3,0.1,0.8,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,30.8,33.8,40.7,46.9,56.4,64.2,67.6,66.7,60.2,47.8,39.3,32.9
USC00018024,TALLADEGA                          HCN,AL,33.4164,-86.135,0.5,0,0.4,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,29.7,33,38.8,46.2,55.3,63.3,67.9,66.9,60.2,47.8,39.3,32.3
USC00018209,THORSBY EXP STN,AL,32.9206,-86.6708,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,34.5,38,44.3,51.3,60.3,68,71,70.3,64.4,53.3,44.1,36.7
USC00018323,TROY                               HCN,AL,31.8075,-85.9722,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,36,39.4,45,51.5,60.4,68,71,70.7,65.5,54.7,45.2,38.5
USC00018380,TUSCALOOSA ACFD,AL,33.2119,-87.6161,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,34.9,38.4,45.1,51.6,61,68.5,72.1,71.6,65.3,53.5,44.1,37.3
USC00018469,VALLEY HEAD                        HCN,AL,34.5686,-85.6064,1.8,1.3,1.3,0.4,0,0,0,0,0,0,0.2,0.9,0.7,0.6,0.3,0,0,0,0,0,0,0,0,0.3,27.5,30.2,36.4,43.5,53.5,62.4,66.6,65.9,58.6,46.2,37.3,30
USC00018517,VERNON,AL,33.7392,-88.1275,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,30.1,34.2,41,46.8,56.4,64.9,68.4,67.6,60.6,48.5,40.5,33.3
USC00018859,WETUMPKA,AL,32.5906,-86.2103,0,0,0.2,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,34.9,38.5,44.2,49.8,59.6,67.5,70.8,70.4,65.3,54,43.7,37.3
USC00018867,WHATLEY,AL,31.6508,-87.7097,0.1,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,33.5,36.5,43.3,50.3,59.2,66.7,69.4,69.2,63.3,51.7,42.7,36
USC00018998,WINFIELD 2 SW,AL,33.9111,-87.8469,0.4,0.2,0.3,0,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,27.9,30.9,38.3,45.5,55.5,63.8,67.6,66.8,59.6,47.1,38.2,30.8
USC00020060,AGUILA,AZ,33.9433,-113.1875,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,34.2,36.5,39.9,44.9,53.6,61.5,70.5,70.6,62.7,50.3,39.4,33.2
USC00020080,AJO                                HCN,AZ,32.3697,-112.86,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.9,47.9,52.8,58.5,66.6,73.6,79,78.3,74.5,64.4,54.4,46.3
USC00020100,ALAMO DAM,AZ,34.2281,-113.5778,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9,39.3,44.7,51.2,60.6,68.8,76.9,76.1,67.8,55.1,43.1,35.3
USC00020159,ALPINE,AZ,33.8492,-109.1469,9.8,8.4,8.1,1.7,0.8,0,0,0,0,1.1,5,7.9,2.3,2.3,1.6,0.8,0.1,0,0,0,0,0.4,1.1,2.1,14.4,17.8,21.5,25.7,31.4,37.5,45.5,45.3,38.5,29.1,20.6,14.6
USC00020287,ANVIL RCH,AZ,31.9792,-111.3836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9,35.4,39.3,44.5,52.9,62.4,69.8,68.3,61.4,49.5,38.6,32.8
USC00020288,APACHE JUNCTION 5 NE,AZ,33.4625,-111.4814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,43.9,47,52.1,60.1,68.7,76.2,75.7,70.3,59.6,48.7,41.9
USC00020586,BAGDAD,AZ,34.5975,-113.1744,0.5,1,0.3,0.1,0,0,0,0,0,0,0,0.5,0.2,0.4,0.2,0.1,0,0,0,0,0,0,0,0.1,30.3,31.5,36,40.9,49.4,58,65.2,64.1,57.9,47.2,36.8,29.5
USC00020632,BARTLETT DAM,AZ,33.8097,-111.6497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4,44.6,48.3,53.1,61.7,68.8,76.8,76.7,70,61.6,49.7,43.4
USC00020672,BEAVER DAM,AZ,36.9139,-113.9422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1,37.7,42.7,48.8,57.8,66.1,73.6,73.2,64.7,52.8,40.9,32.7
USC00020678,BELLEMONT WFO,AZ,35.23,-111.8214,18.4,18.4,11.9,4.9,1,0,0,0,0,2.2,3.9,13.7,4.2,5.4,3.4,2,0.3,0,0,0,0,0.4,1.1,4.2,11.5,14.4,19.2,22.6,28.7,33.9,43.5,45.6,35.8,26.5,17,11
USC00020750,BETATAKIN,AZ,36.6778,-110.5411,11,7.7,6.3,3.8,0.8,0,0,0,0,0.3,4.5,9,3.4,2.8,2.2,1.1,0.2,0,0,0,0,0.1,1.7,3,21.3,23.9,28.8,34.4,43.9,53.3,59.2,57.3,50.9,40.1,29.4,21.8
USC00020775,BISBEE 1WNW,AZ,31.4475,-109.9289,2.6,1.6,0.6,0.1,0,0,0,0,0,0,0.2,1.2,0.8,0.6,0.2,0,0,0,0,0,0,0,0.1,0.4,31.6,34.2,37.4,42.7,50.7,58.9,62.4,60.6,55.9,46,37.3,31.8
USC00020808,BLACK RIVER PUMPS,AZ,33.4783,-109.7517,2.5,2.6,1.3,1.5,0,0,0,0,0,0,0.5,1.6,0.9,0.7,0.5,0.4,0,0,0,0,0,0,0.1,0.6,20.4,23,26.7,32.2,40.4,49.3,55.9,55.6,49.2,37.7,27.1,20.5
USC00020949,BOUSE,AZ,33.9431,-114.0242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7,40.4,45.3,51.7,60.7,68.8,77.4,76.7,68.2,54.5,42.6,35.6
USC00020958,BOWIE,AZ,32.325,-109.4917,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0.6,0,0,0.1,0,0,0,0,0,0,0,0,0.1,30.8,34.3,38.9,44.8,52.9,61.7,66.7,65.5,59.3,48,36.5,30.3
USC00021001,BRIGHT ANGEL RS,AZ,36.2147,-112.062,30.3,25.3,29.1,12.2,1.6,0.2,0,0,0,3.6,13,18.8,6.8,6.4,5.5,3.4,0.5,0.1,0,0,0,0.7,2.7,5.5,17.5,18.4,22.4,28.2,35.3,42.4,48.7,47.4,41.2,32.2,23.7,17.2
USC00021026,BUCKEYE                            HCN,AZ,33.3761,-112.5828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,40.6,45.1,51.2,59.8,67.1,75.6,75.1,67.2,54.1,42.4,35.6
USC00021050,BULLHEAD CITY,AZ,35.1411,-114.5686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.1,46.5,50.3,56.5,65.7,73.2,80.1,79.9,71.8,60.2,50.1,43.2
USC00021231,CANELO 1 NW,AZ,31.5589,-110.5294,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,28.3,30.2,33.1,38.5,45.9,54.4,60.9,59.6,53.9,43.8,34.1,28.4
USC00021248,CANYON DE CHELLY                   HCN,AZ,36.1533,-109.5394,1,1.1,1,0.1,0,0,0,0,0,0.1,0.6,2,0.6,0.3,0.3,0.1,0,0,0,0,0,0.1,0.2,0.6,19.5,24.3,30.4,36.6,44.8,52.5,60.5,59.4,50.2,38.1,27.7,20.2
USC00021282,CAREFREE,AZ,33.8161,-111.9019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.7,44.2,48,53.8,62.3,70.7,76.8,76.1,70.8,60.4,49.4,41.8
USC00021306,CASA GRANDE,AZ,32.8878,-111.7117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,40.8,45.4,51.2,59.6,68,76.1,75.3,68.3,55.7,43.8,37
USC00021314,CASA GRANDE NM,AZ,32.9947,-111.5367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3,39,43.9,49.9,58.7,67,75.8,75.2,67.9,54.8,42.4,35.7
USC00021330,CASCABEL,AZ,32.3222,-110.4147,0.9,0.8,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.1,0,0,0,0,0,0,0,0,0.1,30.3,32.2,35,39.8,47.1,55.8,64.8,65.1,57.6,46,35,29.2
USC00021353,CASTLE HOT SPRINGS,AZ,33.9825,-112.3617,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2,44.3,47.9,52.8,60.7,69,75.9,75.2,69.9,59,48.8,41.5
USC00021514,CHANDLER HEIGHTS                   HCN,AZ,33.2058,-111.6819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3,42.6,46.9,52.8,62,70.2,77.2,76.3,70.7,58.3,46.7,39.2
USC00021574,CHEVELON RS,AZ,34.54,-110.9153,9.9,5.1,4.1,2.8,0.3,0,0,0,0,0.4,4.3,4.8,2.1,1.4,1.3,0.9,0.1,0,0,0,0,0.2,0.9,1.6,19.9,22.2,27.5,33.3,41,48.7,56.4,54.3,47.6,36.9,26.7,19
USC00021614,CHILDS                             HCN,AZ,34.3494,-111.6981,0.3,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0,0,0,0,0,0,0,0,0,0.1,30.3,33,36.5,41,48.6,56.1,65.3,64.7,57.3,45.8,35.5,29.8
USC00021664,CHIRICAHUA NM,AZ,32.0061,-109.3572,2,1.5,0.7,0,0,0,0,0,0,0,0.3,2.3,0.5,0.5,0.2,0,0,0,0,0,0,0,0.1,0.5,30.5,32.5,35.5,40,47.8,56.5,60.2,59.8,56,46.9,36.9,30.5
USC00021849,CLIFTON,AZ,33.0561,-109.3072,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,34.4,38.9,44.6,51.2,60.5,69.3,73.9,72.3,66.5,55.1,42.4,34.4
USC00021920,COLORADO CITY,AZ,36.9936,-112.9719,3.4,4.6,2.4,0.8,0,0,0,0,0,0.3,1.9,3.6,1.5,1.5,1,0.3,0,0,0,0,0,0.1,0.6,1.2,21.7,25.9,30.5,36.3,43.9,52.4,59.2,58.2,51.2,39.9,29.2,20.9
USC00022109,CORDES,AZ,34.305,-112.165,0,0.3,0.2,0.2,0,0,0,0,0,0,0.3,0.3,0,0.1,0.1,0.1,0,0,0,0,0,0,0.1,0.1,34,35.6,38.3,42.7,50.1,58.1,66.1,65.5,59.3,49.3,39.6,33.4
USC00022140,CORONADO NM HQ,AZ,31.3456,-110.2542,0.8,1.4,0.5,0,0,0,0,0,0,0,0.1,2.5,0.3,0.4,0.2,0,0,0,0,0,0,0,0,0.5,33.1,34.6,38.2,44,51.8,59.4,62.4,60.8,57.3,48.8,39.3,33
USC00022434,DATELAND WHITEWING RCH,AZ,32.9711,-113.4981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7,43,46.6,51.6,58.2,66,75.1,75.9,69.3,56.8,46,39.5
USC00022659,DOUGLAS,AZ,31.345,-109.5394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4,36,39.4,45.8,53.7,62.1,67.7,66.5,60.8,50.1,38.8,32.2
USC00022754,DUNCAN,AZ,32.7481,-109.1214,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0.1,25,28.2,32.6,38,46.8,56.2,64.7,64.1,55.6,42.7,30.5,24.4
USC00022790,EHRENBERG 2 E,AZ,33.6133,-114.4706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,46.7,51.7,58,66.7,75.1,82,81.6,74.9,62.5,50.2,41.9
USC00022807,ELOY 4 NE,AZ,32.7819,-111.5186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2,39.7,43.9,49.9,57.8,66.5,74.3,73.7,66.8,54.4,42.5,35.2
USC00023009,FLAGSTAFF 4 SW,AZ,35.1611,-111.7311,18.2,17,15,6.7,0.4,0,0,0,0,1.5,6.9,11.2,4,3.6,3.4,1.6,0.1,0,0,0,0,0.3,1.8,3.4,10.9,14,19.6,25,30,35.6,45.5,45.5,37.2,26.9,18.1,11.4
USC00023027,FLORENCE,AZ,33.0364,-111.3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7,43.6,48,52.7,61.2,69.6,77.5,77.1,70.9,58.9,47.5,40.8
USC00023160,FT VALLEY                          HCN,AZ,35.2681,-111.7428,14.3,13.6,8.4,2.8,0,0,0,0,0,0.1,5.6,8,3,3.3,2.2,0.5,0,0,0,0,0,0.1,1.3,1.9,12.1,14.8,19.1,22.9,28.4,34.7,44,44.2,36.3,26.2,18.3,11.7
